187,555,8.0
186,341,8.0
184,458,8.0
183,593,8.0
181,511,8.0
180,491,8.0
179,456,8.0
178,592,8.0
177,438,8.0
176,593,8.0
175,438,8.0
174,548,8.0
173,456,8.0
172,491,8.0
171,515,8.0
170,467,8.0
169,561,8.0
168,570,8.0
167,594,8.0
166,588,8.0
165,581,8.0
164,593,8.0
163,591,8.0
162,491,8.0
161,541,8.0
160,575,8.0
159,500,8.0
158,469,8.0
157,293,8.0
156,561,8.0
155,493,8.0
154,465,8.0
153,592,8.0
151,493,8.0
150,586,8.0
149,561,8.0
148,581,8.0
147,376,8.0
146,593,8.0
145,548,8.0
144,573,8.0
143,500,8.0
142,483,8.0
141,541,8.0
139,548,8.0
138,548,8.0
137,448,8.0
135,467,8.0
134,593,8.0
133,500,8.0
132,465,8.0
131,555,8.0
130,491,8.0
129,594,8.0
128,405,8.0
127,438,8.0
126,469,8.0
125,313,8.0
124,541,8.0
123,592,8.0
122,592,8.0
121,473,8.0
119,453,8.0
118,541,8.0
117,467,8.0
116,469,8.0
115,473,8.0
114,493,8.0
113,533,8.0
112,473,8.0
111,593,8.0
110,592,8.0
109,473,8.0
108,593,8.0
107,589,8.0
106,286,8.0
105,588,8.0
104,473,8.0
103,588,8.0
102,589,8.0
101,555,8.0
100,541,8.0
99,518,8.0
98,555,8.0
97,286,8.0
96,572,8.0
95,573,8.0
94,591,8.0
93,511,8.0
92,540,8.0
91,588,8.0
90,325,8.0
89,581,8.0
88,383,8.0
87,588,8.0
86,286,8.0
85,540,8.0
84,540,8.0
83,518,8.0
82,591,8.0
81,511,8.0
80,588,8.0
79,582,8.0
78,409,8.0
77,533,8.0
76,588,8.0
75,583,8.0
74,574,8.0
73,572,8.0
72,572,8.0
71,588,8.0
70,559,8.0
69,286,8.0
68,561,8.0
67,592,8.0
66,588,8.0
65,383,8.0
64,555,8.0
63,286,8.0
62,286,8.0
61,540,8.0
60,341,8.0
59,573,8.0
58,572,8.0
57,540,8.0
56,520,8.0
55,467,8.0
54,593,8.0
53,540,8.0
52,581,8.0
51,570,8.0
50,565,8.0
49,483,8.0
48,581,8.0
47,438,8.0
46,383,8.0
45,559,8.0
44,541,8.0
43,581,8.0
42,313,8.0
40,555,8.0
39,550,8.0
38,592,8.0
37,500,8.0
36,581,8.0
35,559,8.0
34,492,8.0
33,555,8.0
32,286,8.0
31,493,8.0
30,520,8.0
29,592,8.0
28,483,8.0
27,574,8.0
26,591,8.0
25,573,8.0
24,591,8.0
22,592,8.0
21,573,8.0
20,588,8.0
19,593,8.0
18,555,8.0
17,555,8.0
16,561,8.0
15,592,8.0
14,561,8.0
13,581,8.0
12,456,8.0
11,591,8.0
10,592,8.0
9,575,8.0
8,550,8.0
7,452,8.0
6,573,8.0
5,535,8.0
4,465,8.0
3,570,8.0
2,591,8.0
1,555,8.0
0,491,8.0
587,592,7.0
577,590,7.0
570,581,7.0
567,575,7.0
565,589,7.0
558,594,7.0
558,578,7.0
558,574,7.0
555,574,7.0
550,593,7.0
550,561,7.0
541,573,7.0
535,574,7.0
533,573,7.0
528,575,7.0
528,559,7.0
527,557,7.0
519,587,7.0
518,589,7.0
518,541,7.0
515,559,7.0
511,540,7.0
504,555,7.0
500,563,7.0
491,493,7.0
483,592,7.0
483,520,7.0
469,473,7.0
465,542,7.0
465,467,7.0
458,586,7.0
452,587,7.0
448,465,7.0
442,561,7.0
442,527,7.0
409,590,7.0
409,576,7.0
383,577,7.0
376,575,7.0
375,575,7.0
341,458,7.0
336,594,7.0
325,592,7.0
319,567,7.0
313,570,7.0
313,469,7.0
306,563,7.0
306,448,7.0
304,594,7.0
300,561,7.0
269,591,7.0
261,559,7.0
220,565,7.0
220,492,7.0
199,456,7.0
185,594,7.0
182,515,7.0
182,341,7.0
152,375,7.0
140,581,7.0
136,469,7.0
120,491,7.0
41,593,7.0
23,588,7.0
557,575,6.0
555,583,6.0
500,548,6.0
438,586,6.0
405,591,6.0
269,588,6.0
140,453,6.0
